,Name,Nicknames
11758,Katinka,"Catharina,Cathrin,Cato,Catrin,Ina,Kata,Katalin,Katharina,Käthe,Katherina,Kathrin,Kati,Katica,Kató,Katrien,Katrijn,Katrin,Kitti,Rina,Rini,Riny,Tina,Tineke"
11759,Katiuscia,
11760,Katja,
11761,Katka,"Katarína,Kateřina"
11762,Katla,
11763,Katlego,
11764,Katleho,
11765,Katlyn,"Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelyn,Katelynn"
11766,Katniss,
11767,Kato,
11768,Kató,"Kata,Katalin,Kati,Katica,Katinka,Kitti"
11769,Katrė,Kotryna
11770,Katri,"Iina,Kaija,Kaisa,Kata,Katariina,Kati,Katriina,Riina"
11771,Katrien,"Catharina,Cato,Ina,Katinka,Katrijn,Rina,Rini,Riny,Tina,Trijntje"
11772,Katriina,"Iina,Kaija,Kaisa,Kata,Katariina,Kati,Katri,Riina"
11773,Katrijn,"Catharina,Cato,Ina,Katinka,Katrien,Rina,Rini,Riny,Tina,Trijntje"
11774,Katrín,
11775,Katrin,"Cajsa,Cathrin,Cathrine,Catrin,Catrine,Ina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaisa,Kaja,Kajsa,Katariina,Katarina,Katharina,Käthe,Katherina,Kathrin,Kati,Katinka,Riin,Riina,Triin,Triinu"
11776,Katrīna,
11777,Katrina,"Caitrìona,Catrina,Catriona,Katriona,Trina"
11778,Katrine,"Cathrine,Catrine,Kaia,Kaja,Kari,Katarina,Kathrine,Trine"
11779,Katriona,"Cáit,Caitríona,Caitrìona,Catrina,Catriona,Katrina,Ríona,Tríona"
11780,Katsiaryna,
11781,Katsu,
11782,Katsuhito,
11783,Katsuo,
11784,Katsuro,"Katsurō,Katsurou"
11785,Katsurō,"Katsuro,Katsurou"
11786,Katsurou,"Katsuro,Katsurō"
11787,Kattalin,Katalin
11788,Katy,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Kay,Kaye,Kit,Kitty"
11789,Katya,"Ekaterina,Jekaterina,Katenka,Katerina,Katia,Katyusha,Yekaterina"
11790,Katyusha,"Ekaterina,Jekaterina,Katenka,Katerina,Katia,Katya,Yekaterina"
11791,Kauʻi,
11792,Kauko,
11793,Kaulana,
11794,Kaur,
11795,Kauri,
11796,Kausalya,
11797,Kaveh,
11798,Kaveri,
11799,Kavi,
11800,Kavita,
11801,Kavitha,
11802,Kawacatoose,
11803,Kawehi,
11804,K'awiil,
11805,Kawisenhawe,
11806,Kay,"Cai,Catharine,Catherine,Cathryn,Kai,Kaj,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kaye,Kit,Kitty"
11807,Kaya,
11808,Kaycee,"Casey,Kacey,Kacie,Kasey"
11809,Kayden,"Caden,Caiden,Cayden,Kaden,Kaeden,Kaiden"
11810,Kaydence,Cadence
11811,Kaye,"Catharine,Catherine,Cathryn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kit,Kitty"
11812,Kayin,
11813,Kayla,"Kaila,Keila"
11814,Kaylani,Kehlani
11815,Kayleah,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11816,Kaylee,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kayleigh,Kayley,Kaylie"
11817,Kayleen,
11818,Kayleigh,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayley,Kaylie"
11819,Kayley,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kaylie"
11820,Kaylie,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley"
11821,Kaylin,"Cailyn,Kaelyn,Kailyn,Kalyn,Kaylyn,Kaylynn"
11822,Kayly,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11823,Kaylyn,"Cailyn,Kaelyn,Kailyn,Kalyn,Kaylin,Kaylynn"
11824,Kaylynn,"Cailyn,Kaelyn,Kailyn,Kalyn,Kaylin,Kaylyn"
11825,Kayode,
11826,Kayson,"Cason,Cayson,Kaison,Kasen,Kason"
11827,Kazia,Kazimiera
11828,Kazik,Kazimierz
11829,Kazimiera,Kazia
11830,Kazimieras,
11831,Kazimierz,Kazik
11832,Kazimír,
11833,Kazimir,
11834,Kázmér,
11835,Kazue,
11836,Kazuki,
11837,Kazuko,
11838,Kazuo,
11839,Kazuya,
11840,Kazuyuki,
11841,Keahi,
11842,Keala,
11843,Kealoha,
11844,Kean,
11845,Keane,
11846,Keanna,"Diana,Dianna,Kiana,Kianna"
11847,Keano,
11848,Keanu,
11849,Keara,"Keira,Kiara,Kiarra,Kiera,Kierra,Kira,Kyra"
11850,Keaton,
11851,Keavy,"Caoimhe,Keeva"
11852,Keefe,
11853,Keegan,Kegan
11854,Keelan,Caolán
11855,Keeleigh,Keely
11856,Keeley,
11857,Keelin,Caoilfhionn
11858,Keely,
11859,Keenan,"Cian,Cianán"
11860,Kees,"Cees,Cor,Corné,Cornelis,Cornelius,Kerneels"
11861,Keeva,Caoimhe
11862,Kefilwe,
11863,Kegan,Keegan
11864,Keghart,Geghard
11865,Kehinde,
11866,Kehlani,Kaylani
11867,Kei,
11868,Keighley,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11869,Keijo,
11870,Keiko,
11871,Keila,"Kaila,Kayla"
11872,Keinan,
11873,Keir,
11874,Keira,"Keara,Kiara,Kiarra,Kiera,Kierra,Kira,Kyra"
11875,Keiran,Kieran
11876,Keisha,"Keshia,Keysha,Kisha"
11877,Keith,
11878,Keitha,
11879,Kekepania,
11880,Kekoa,
11881,Kelan,"Kellan,Kellen"
11882,Kelcey,"Kelsey,Kelsi,Kelsie"
11883,Keld,Kjeld
11884,Kelda,
11885,Kelebek,
11886,Kelebogile,
11887,Kelemen,
11888,Kelia,
11889,Kelila,
11890,Kellan,"Kelan,Kellen"
11891,Kelleigh,"Kelley,Kelli,Kellie,Kelly"
11892,Kellen,"Kelan,Kellan"
11893,Kelley,"Kelli,Kellie,Kelly"
11894,Kelli,"Kelley,Kellie,Kelly"
11895,Kellie,"Kelley,Kelli,Kelly"
11896,Kelly,"Kelley,Kelli,Kellie"
11897,Kelsey,"Kelsi,Kelsie"
11898,Kelsi,"Kelsey,Kelsie"
11899,Kelsie,"Kelsey,Kelsi"
11900,Kelvin,
11901,Kemal,
11902,Kemalettin,
11903,Kemen,
11904,Kemp,
11905,Kemuel,
11906,Ken,"Kenneth,Kennith,Kenny"
11907,Kenan,
11908,Kenaniah,
11909,Kenanyahu,
11910,Kendal,
11911,Kendall,
11912,Kende,
11913,Kendra,
11914,Kendrick,
11915,Kenelm,
11916,Ken'ichi,
11917,Kenina,Kenna
11918,Kenith,"Ken,Kenneth,Kennith,Kenny"
11919,Kenji,
11920,Kenna,Kenina
11921,Kennard,
11922,Kennedi,Kennedy
11923,Kennedy,Kennedi
11924,Kennet,Kenneth
11925,Kenneth,"Coinneach,Ken,Kennet,Kennith,Kenny"
11926,Kennith,"Ken,Kenneth,Kenny"
11927,Kenny,"Coinneach,Ken,Kenneth,Kennith"
11928,Kenrick,Kendrick
11929,Kenshin,
11930,Kent,
11931,Kenta,
11932,Kentarō,
11933,Kentigern,
11934,Kenton,
11935,Kenya,
11936,Kenyon,
11937,Kenzie,"Mackenzie,Makenzie,McKenzie"
11938,Kenzo,"Kenzō,Kenzou"
11939,Kenzō,"Kenzo,Kenzou"
11940,Kenzou,"Kenzo,Kenzō"
11941,Keone,
11942,Keoni,
11943,Kepa,
11944,Kephalos,Cephalus
11945,Kephas,
11946,Kepheus,Cepheus
11947,Kerberos,Cerberus
11948,Kerem,Kerim
11949,Keren,
11950,Kerena,"Caren,Caryn,Karen,Karyn"
11951,Keren-Happuch,
11952,Keren Happukh,
11953,Kerensa,"Karenza,Kerenza"
11954,Kerenza,"Karenza,Kerensa"
11955,Keri,"Kerri,Kerrie,Kerry"
11956,Kerîm,
11957,Kerim,Kerem
11958,Kerime,
11959,Kerman,
11960,Kermit,
11961,Kerneels,"Cees,Cor,Corné,Cornelis,Cornelius,Kees,Niels"
11962,Kerr,
11963,Kerri,"Keri,Kerrie,Kerry"
11964,Kerrie,"Keri,Kerri,Kerry"
11965,Kerry,"Keri,Kerri,Kerrie"
11966,Kersti,"Christina,Christine,Kerstin,Kia,Kjerstin,Kristin,Kristina,Kristine,Stina"
11967,Kerstin,"Christina,Christine,Kersti,Kia,Kjerstin,Kristin,Kristina,Kristine,Stina"
11968,Kerttu,
11969,Kertu,Kärt
11970,Kesha,"Innokenti,Innokentiy,Innokenty"
11971,Keshaun,Keshawn
11972,Keshawn,Keshaun
11973,Keshet,
11974,Keshia,"Keisha,Keysha,Kisha"
11975,Kęstas,Kęstutis
11976,Kester,"Chip,Chris,Christie,Christopher,Christy,Kit,Kris,Kristopher,Topher"
11977,Kestrel,
11978,Kęstutis,Kęstas
11979,Ketevan,"Keti,Keto"
11980,Keti,"Aikaterini,Ekaterini,Kaiti,Ketevan,Keto"
11981,Ketil,"Kjell,Kjetil"
11982,Ketill,
11983,Ketilriðr,
11984,Keto,"Ketevan,Keti"
11985,Kettil,Kjell
11986,Keturah,
11987,Ketut,
11988,Ketzi'ah,
11989,Kev,"Kevan,Kevin"
11990,Kevan,"Kev,Kevin"
11991,Kévin,
11992,Kevin,"Caoimhín,Kev,Kevan"
11993,Kevork,Gevorg
11994,Kevyn,"Kev,Kevan,Kevin"
11995,Kewin,
11996,Keysha,"Keisha,Keshia,Kisha"
11997,Kezia,
11998,Keziah,
11999,Kfir,
12000,Kgosi,
12001,Khachatur,
12002,Khadiga,"Khadija,Khadijah"
12003,Khadija,"Khadiga,Khadijah"
12004,Khadijah,"Khadiga,Khadija,Khatijah"
12005,Khadijeh,
12006,Khafra,
12007,Khajag,Khazhak
12008,Khaled,Khalid
12009,Khaleel,Khalil
12010,Khaleesi,
12011,Khalid,Khaled
12012,Khalida,
12013,Khalifa,
12014,Khalil,Khaleel
12015,Khalilah,
12016,Khaliq,
12017,Kham,
12018,Khamisi,
12019,Khamphet,
12020,Khan,
12021,Khánh,
12022,Khanpasha,
12023,Khariton,
12024,Khasan,
12025,Khatijah,Khadijah
12026,Khatuna,
12027,Khava,
12028,Khayrat,
12029,Khayri,
12030,Khayriyya,
12031,Khayyam,
12032,Khazhak,Khajag
12033,Khloe,Chloe
12034,Khnum,
12035,Khnum-Khufu,"Cheops,Khufu"
12036,Khodadad,
12037,Khordad,Haurvatat
12038,Khorshid,Khurshid
12039,Khristofor,
12040,Khrystyna,
12041,Khshayarsha,
12042,Khubilai,
12043,Khufu,"Cheops,Khnum-Khufu"
12044,Khulan,
12045,Khurshid,"Hvare Khshaeta,Khorshid"
12046,Khushi,
12047,Khwaja,
12048,Ki,
12049,Kia,"Christina,Christine,Kersti,Kerstin,Kjerstin,Kristin,Kristina,Kristine,Stina"
12050,Kian,
12051,Kiana,"Di,Diana,Dianna,Keanna,Kianna,Qiana,Quiana"
12052,Kianna,"Diana,Dianna,Keanna,Kiana"
12053,Kianoush,
12054,Kiara,"Keara,Keira,Kiarra,Kiera,Kierra,Kira,Kyra"
12055,Kiaran,"Kieran,Kieron"
12056,Kiarra,"Keara,Keira,Kiara,Kiera,Kierra,Kira,Kyra"
12057,Kibwe,
12058,Kichiro,"Kichirō,Kichirou"
12059,Kichirō,"Kichiro,Kichirou"
12060,Kichirou,"Kichiro,Kichirō"
12061,Kidist,
12062,Kidlat,
12063,Kiefer,
12064,Kielo,
12065,Kiera,"Ciara,Keara,Keira,Kiara,Kiarra,Kierra,Kira,Kyra"
12066,Kieran,"Ciarán,Kieron,Kyran"
12067,Kieron,"Ciarán,Kieran,Kyran"
12068,Kierra,"Keara,Keira,Kiara,Kiarra,Kiera,Kira,Kyra"
12069,Kiersten,"Kiki,Kirsten"
12070,Kiira,
12071,Kike,"Enrique,Kiko,Quique"
12072,Kiki,"Aliki,Angeliki,Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiana,Christiane,Christie,Christin,Christina,Christine,Christy,Evridiki,Ina,Kiersten,Kirsten,Kris,Krista,Kristi,Kristiane,Kristie,Kristin,Kristina,Kristine,Kristy,Krystina,Kyriake,Kyriaki,Tina,Vasia,Vasiliki,Vaso,Vassiliki,Vasso"
12073,Kiko,"Curro,Enrique,Fran,Francisco,Kike,Paco,Pancho,Paquito,Quique"
12074,Kiku,
12075,Kiley,"Kylee,Kyleigh,Kylie"
12076,Kilian,"Cillian,Cillín,Killian,Lian"
12077,Kilie,"Kiley,Kylee,Kyleigh,Kylie"
12078,Kilikina,
12079,Killa,
12080,Killian,"Cillian,Cillín,Kilian"
12081,Kim,"Aki,Joakim,Jooa,Kimball,Kimberlee,Kimberley,Kimberly,Kimi,Kimmie,Kimmy"
12082,Kimball,Kim
12083,Kimberlee,"Kim,Kimberley,Kimberly,Kimmie,Kimmy"
12084,Kimberleigh,"Kim,Kimberlee,Kimberley,Kimberly,Kimmie,Kimmy"
12085,Kimberley,"Kim,Kimberlee,Kimberly,Kimmie,Kimmy"
12086,Kimberly,"Kim,Kimberlee,Kimberley,Kimmie,Kimmy"
12087,Kimberlyn,
12088,Kimbra,"Kim,Kimberlee,Kimberley,Kimberly,Kimmie,Kimmy"
12089,Kimi,"Aki,Joakim,Jooa,Kim"
12090,Kimiko,
12091,Kimimela,
12092,Kimmie,"Kim,Kimberlee,Kimberley,Kimberly,Kimmy"
12093,Kimmo,
12094,Kimmy,"Kim,Kimberlee,Kimberley,Kimberly,Kimmie"
12095,Kimo,
12096,Kinborough,
12097,Kincső,
12098,Kine,"Christina,Christine,Kirsten,Kjersti,Kjerstin,Kristin,Kristina,Kristine,Stine,Tine"
12099,Kineret,Kinneret
12100,King,
12101,Kinga,
12102,Kinge,
12103,Kingsley,
12104,Kingston,
12105,Kinley,
12106,Kinneret,Kineret
12107,Kinsey,
12108,Kinslee,Kinsley
12109,Kinsley,Kinslee
12110,Kip,
12111,Kipling,
12112,Kir,
12113,Kíra,
12114,Kira,"Keara,Keira,Kiara,Kiarra,Kiera,Kierra,Kyra"
12115,Kirabo,
12116,Kiran,
12117,Kiraz,
12118,Kirby,
12119,Kire,"Kiril,Kiro"
12120,Kiri,
12121,Kiril,"Kire,Kiro"
12122,Kirill,
12123,Kirils,
12124,Kirk,
12125,Kirke,Circe
12126,Kiro,"Kire,Kiril"
12127,Kirsi,"Iina,Kirsikka,Kirsti,Krista,Kristiina,Stiina,Tiina"
12128,Kirsikka,Kirsi
12129,Kirsteen,"Cairistìona,Ciorstaidh,Kirstie,Kirstin,Kirsty"
12130,Kirsten,"Christina,Christine,Kiersten,Kiki,Kine,Kirstine,Kjersti,Kjerstin,Kristin,Kristina,Kristine,Stina,Stine,Tine"
12131,Kirsti,"Iina,Kirsi,Krista,Kristiina,Stiina,Tiina"
12132,Kirstie,"Cairistìona,Ciorstaidh,Kirsteen,Kirstin,Kirsty"
12133,Kirstin,"Cairistìona,Ciorstaidh,Kirsteen,Kirstie,Kirsty"
12134,Kirstine,"Christina,Christine,Kirsten,Kristin,Kristina,Kristine,Stine,Tine"
12135,Kirsty,"Cairistìona,Ciorstaidh,Kirsteen,Kirstie,Kirstin"
12136,Kirtida,
12137,Kisecawchuck,
12138,Kisembo,
12139,Kisha,"Keisha,Keshia,Keysha"
12140,Kishan,Krishna
12141,Kishor,Kishore
12142,Kishore,Kishor
12143,Kishori,
12144,Kısmet,
12145,Kistiñe,
12146,Kit,"Cat,Catharine,Catherine,Cathryn,Cathy,Chip,Chris,Christie,Christopher,Christy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kitty,Kris,Kristopher,Topher"
12147,Kito,
12148,Kitti,"Kata,Katalin,Kati,Katica,Katinka,Kató"
12149,Kitty,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit"
12150,Kıvanç,
12151,Kiyoko,
12152,Kiyoshi,
12153,Kizzie,Kizzy
12154,Kizzy,Kizzie
12155,Kjeld,Keld
12156,Kjell,"Ketil,Kjetil"
12157,Kjellfrid,
12158,Kjersti,"Christel,Christin,Christina,Christine,Ina,Kine,Kirsten,Kjerstin,Kristin,Kristina,Kristine,Stina,Stine,Tine"
12159,Kjerstin,"Christina,Christine,Kersti,Kerstin,Kia,Kine,Kirsten,Kjersti,Kristin,Kristina,Kristine,Stina,Stine,Tine"
12160,Kjetil,"Ketil,Kjell"
12161,Klaas,"Nick,Nico,Nicolaas,Niek"
12162,Klaes,
12163,Klahan,
12164,Klaos,
12165,Klára,
12166,Klāra,
12167,Klara,Clara
12168,Klas,"Claes,Niklas,Nils"
12169,Klasina,Klazina
12170,Klaudia,
12171,Klaudie,
12172,Klaudija,
12173,Klaudijs,
12174,Klaudio,
12175,Klaudiusz,
12176,Klaus,"Claus,Nico,Nicolaus,Niklaus,Niko,Nikolaus"
12177,Klaus-Peter,
12178,Klava,"Klavdia,Klavdiya"
12179,Klavdia,"Klava,Klavdiya"
12180,Klavdija,
12181,Klavdiya,"Klava,Klavdia"
12182,Klāvs,Niklāvs
12183,Klazina,Klasina
12184,Kleio,"Clio,Klio"
12185,Kleisthenes,"Cleisthenes,Clisthenes"
12186,Kleitos,"Cleitus,Clitus"
12187,Klemen,
12188,Klemens,Clemens
12189,Klement,
12190,Klementina,"Tina,Tinkara"
12191,Klementyna,
12192,Kleon,Cleon
12193,Kleopas,
12194,Kleopatra,Cleopatra
12195,Kleopatros,
12196,Klim,Kliment
12197,Kliment,Klim
12198,Klimentina,Tina
12199,Klio,Kleio
12200,Klopas,
12201,Klotho,Clotho
12202,Klotild,
12203,Klym,Klyment
12204,Klyment,Klym
12205,Klytaimnestra,Clytemnestra
12206,Klytië,Clytia
12207,Knox,
12208,Knud,
12209,Knut,
12210,Knute,
12211,Knútr,
12212,Koa,
12213,Koba,Iakob
12214,Kobe,
12215,Kobina,Kwabena
12216,Kobus,"Cobus,Coos,Jacob,Jacobus,Jakob,Koos"
12217,Koby,"Coby,Jacob,Jake,Jaycob,Jeb"
12218,Kodey,"Codie,Cody,Coty,Kody"
12219,Kodjo,
12220,Kody,"Codie,Cody,Coty"
12221,Koen,"Coenraad,Koenraad,Koert"
12222,Koenraad,"Coen,Coenraad,Koen,Koert"
12223,Koert,"Coenraad,Koen,Koenraad"
12224,Koffi,
12225,Kofi,
12226,Kohaku,
12227,Kohar,Gohar
12228,Koharu,
12229,Kohinoor,
12230,Koios,Coeus
12231,Koit,
12232,Kōji,"Koji,Kouji"
12233,Koji,"Kōji,Kouji"
12234,Kojo,Kwadwo
12235,Kōki,Kouki
12236,Kokoro,
12237,Kokou,
12238,Kolab,
12239,Kolby,Colby
12240,Koldo,Koldobika
12241,Koldobika,Koldo
12242,Kole,Cole
12243,Kolleen,"Coleen,Colleen"
12244,Kolman,
12245,Koloman,
12246,Kolos,"Miklós,Miksa"
12247,Kolton,"Colten,Colton"
12248,Kolya,"Nikolai,Nikolay"
12249,Komang,
12250,Komi,
12251,Kōnane,
12252,Kondrat,Konrad
12253,Kondwani,
12254,Konjit,
12255,Konnor,"Conner,Connor"
12256,Konrád,
12257,Konrad,"Conrad,Cord,Kondrat,Kuno,Kurt"
12258,Konsta,Konstantin
12259,Konstadina,Konstantina
12260,Konstadinos,"Costas,Gus,Konstantinos,Kostakis,Kostas,Kostis"
12261,Konstancja,
12262,Konstantin,"Konsta,Kosta,Kostadin,Kostya"
12263,Konstantina,Konstadina
12264,Konstantinas,Kostas
12265,Konstantine,
12266,Konstantinos,"Costas,Gus,Konstadinos,Kostakis,Kostas,Kostis"
12267,Konstantīns,
12268,Konstanty,
12269,Konstantyn,Konstanty
12270,Konstanze,Constanze
12271,Könül,
12272,Koos,"Cobus,Coos,Jacob,Jacobus,Jakob,Kobus"
12273,Koppány,
12274,Koppel,Jacob
12275,Kora,"Cora,Cordula,Corina,Corinna,Cornelia,Kornelia,Lia,Nele,Nelly"
12276,Koralia,
12277,Koraljka,
12278,Koralo,
12279,Koray,
12280,Korbin,Corbin
12281,Korbinian,
12282,Körbl,Korbinian
12283,Kord,"Conrad,Cord,Konrad,Kuno,Kurt"
12284,Kore,"Cora,Korë"
12285,Korë,"Cora,Kore"
12286,Koresh,
12287,Korey,"Corey,Kory"
12288,Kóri,
12289,Kori,"Cori,Corie,Corrie"
12290,Korina,
12291,Korinna,Corinna
12292,Kornél,
12293,Kornel,
12294,Korneli,
12295,Kornélia,Nelli
12296,Kornelia,"Cora,Cornelia,Lia,Nele,Nelly"
12297,Kornélie,Nela
12298,Kornelija,
12299,Korneliya,
12300,Koronis,Coronis
12301,Korrine,"Corine,Corinne,Corrine"
12302,Kortney,"Cortney,Courteney,Courtney,Kourtney"
12303,Kory,"Corey,Korey"
12304,Kosmas,Cosmas
12305,Kossi,
12306,Kosta,"Konstantin,Kostadin"
12307,Kostadin,"Konstantin,Kosta"
12308,Kostakis,"Costas,Gus,Konstadinos,Konstantinos,Kostas,Kostis"
12309,Kostandin,
12310,Kostas,"Costas,Gus,Konstadinos,Konstantinas,Konstantinos,Kostakis,Kostis"
12311,Kostis,"Costas,Gus,Konstadinos,Konstantinos,Kostakis,Kostas"
12312,Kostya,Konstantin
12313,Kostyantyn,
12314,Kōsuke,"Kosuke,Kousuke"
12315,Kosuke,"Kōsuke,Kousuke"
12316,Kōta,Kouta
12317,Kotone,
12318,Kotryna,Katrė
12319,Kou,
12320,Kouji,"Kōji,Koji"
12321,Kouki,Kōki
12322,Kourosh,Kurosh
12323,Kourtney,"Cortney,Courteney,Courtney,Kortney"
12324,Kousuke,"Kōsuke,Kosuke"
12325,Kouta,Kōta
12326,Krasimir,
12327,Krasimira,Mira
12328,Krastio,"Krastyo,Krastyu"
12329,Krastyo,"Krastio,Krastyu"
12330,Krastyu,"Krastio,Krastyo"
12331,Kratos,
12332,Kreindel,
12333,Kreine,
12334,Kreios,Crius
12335,Kreka,
12336,Krešimir,Krešo
12337,Kresimir,
12338,Krešimira,
12339,Kreskes,
12340,Krešo,Krešimir
12341,Kresten,"Chris,Christer,Christian,Kristian"
12342,Kreszentia,Senta
12343,Kreszenz,Zenzi
12344,Kriemhild,Grimhilt
12345,Kriemhilde,
12346,Krikor,Grigor
12347,Krimhilde,
12348,Kris,"Chip,Chris,Chrissie,Chrissy,Christa,Christi,Christian,Christiana,Christie,Christina,Christine,Christoffer,Christopher,Christy,Ina,Kiki,Kit,Kresten,Krista,Kristi,Kristian,Kristie,Kristina,Kristine,Kristoffer,Kristopher,Kristy,Krystina,Tina,Topher"
12349,Krishna,"Kannan,Kishan"
12350,Krišjānis,"Krišs,Kristiāns"
12351,Krisna,
12352,Krišs,"Krišjānis,Kristiāns"
12353,Krista,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christiane,Christie,Christina,Christine,Christy,Iina,Ina,Kiki,Kirsi,Kirsti,Kris,Kristel,Kristi,Kristiāna,Kristiane,Kristie,Kristiina,Kristin,Kristīna,Kristina,Kristīne,Kristine,Kristy,Krystina,Stiina,Tiina,Tina"
12354,Kristal,"Christal,Chrystal,Crystal,Krystal,Krystle"
12355,Kristaps,
12356,Kristaq,
12357,Kristeen,"Chris,Chrissie,Chrissy,Christi,Christie,Christine,Christy,Kiki,Kris,Kristi,Kristie,Kristine,Kristy"
12358,Kristel,"Chris,Christel,Christina,Christine,Ina,Krista,Kristi,Kristiina,Kristina,Stien,Tiina,Tina,Tineke"
12359,Kristen,"Christen,Cristen,Kristin,Krysten"
12360,Krister,"Christian,Kristian"
12361,Kristi,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristel,Kristie,Kristiina,Kristina,Kristine,Kristy,Krystina,Tiina,Tina"
12362,Kristia,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristie,Kristina,Kristy,Krystina,Tina"
12363,Kristián,
12364,Kristian,"Chris,Christer,Christian,Hristiyan,Hristo,Kresten,Kris,Krister,Kristiyan,Risto"
12365,Kristiāna,"Ina,Krista,Kristīna,Kristīne"
12366,Kristiane,"Chris,Christa,Christel,Christiane,Christin,Christina,Christine,Ina,Kiki,Krista,Kristin,Kristina,Kristine"
12367,Kristiāns,"Krišjānis,Krišs"
12368,Kristie,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristina,Kristine,Kristy,Krystina,Tina"
12369,Kristiina,"Iina,Kirsi,Kirsti,Krista,Kristel,Kristi,Kristina,Stiina,Tiina"
12370,Kristijan,"Hristijan,Hristo,Kristjan,Krsto"
12371,Kristijonas,
12372,Kristín,Kristjana
12373,Kristin,"Chris,Christel,Christen,Christiane,Christin,Christina,Christine,Cristen,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Krista,Kristen,Kristiane,Kristina,Kristine,Krysten,Stina,Stine,Tine"
12374,Kristína,
12375,Kristīna,"Ina,Krista,Kristiāna,Kristīne"
12376,Kristina,"Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiana,Christiane,Christie,Christin,Christina,Christine,Christy,Hristina,Ina,Inja,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Kris,Krista,Kristel,Kristi,Kristiane,Kristie,Kristiina,Kristin,Kristine,Kristy,Krystina,Stina,Stine,Tiina,Tina,Tine,Tinkara"
12377,Kristīne,"Ina,Krista,Kristiāna,Kristīna"
12378,Kristine,"Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiane,Christie,Christin,Christina,Christine,Christy,Ina,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Kris,Kristi,Kristiane,Kristie,Kristin,Kristina,Kristy,Stina,Stine,Tine"
12379,Kristiyan,"Hristiyan,Hristo,Kristian"
12380,Kristján,
12381,Kristjan,"Kristijan,Kristo,Risto"
12382,Kristjana,Kristín
12383,Kristo,"Kristjan,Kristofor,Risto"
12384,Krištof,
12385,Kristóf,
12386,Kristófer,
12387,Kristofer,
12388,Kristoffer,"Chris,Christoffer,Kris"
12389,Kristofor,"Kristo,Krsto"
12390,Kristopher,"Chip,Chris,Christie,Christopher,Christy,Kit,Kris,Topher"
12391,Kristupas,
12392,Kristy,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristie,Kristina,Kristine,Krystina,Tina"
12393,Kristýna,
12394,Krisztián,
12395,Krisztina,
12396,Krisztofer,
12397,Kronos,Cronus
12398,Krste,
12399,Krsto,Kristijan
12400,Kruno,Krunoslav
12401,Krunoslav,Kruno
12402,Krysia,Krystyna
12403,Kryspin,
12404,Krystal,"Christal,Chrystal,Crystal,Kristal,Krystle"
12405,Krystelle,"Christal,Chrystal,Crystal,Kristal,Krystal,Krystle"
12406,Krysten,"Christen,Cristen,Kristen,Kristin"
12407,Krystian,
12408,Krystiana,
